id,cluster,title,owner_team,blocking_dependencies,parallelizable_cluster,estimated_complexity,risk_level,merge_risk_score,ci_gates,produced_artifacts
C11-007,C11,Implement gh skill preview/install audit lane,skills-platform,C10-001,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/007-implement-gh-skill-preview/install-audit-lane.md
C11-008,C11,Add skill provenance lockfile,skills-platform,C10-001,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/008-add-skill-provenance-lockfile.md
C11-009,C11,Add skill signing/checksum plan,skills-platform,C10-001,C11,M,medium,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/009-add-skill-signing/checksum-plan.md
C11-010,C11,Add skill activation fixtures,skills-platform,C10-001,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/010-add-skill-activation-fixtures.md
C11-011,C11,Add skill non-activation fixtures,skills-platform,C10-001,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/011-add-skill-non-activation-fixtures.md
C11-012,C11,Generate skill docs from registry,skills-platform,C10-001,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/012-generate-skill-docs-from-registry.md
C11-013,C11,Audit skills.sh candidates,skills-platform,C10-001,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/013-audit-skills.sh-candidates.md
C11-014,C11,Audit awesome-copilot candidates,skills-platform,C10-001,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/014-audit-awesome-copilot-candidates.md
C11-015,C11,Audit crewai skill pack as pattern,skills-platform,C10-001,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/015-audit-CrewAI-skill-pack-as-pattern.md
C11-016,C11,Classify framework-specific skill packs,skills-platform,C10-001,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/016-classify-framework-specific-skill-packs.md
C11-017,C11,Add skill replacement plan for reasoning mcps,skills-platform,C10-001,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/017-add-skill-replacement-plan-for-reasoning-MCPs.md
C11-018,C11,Draft external-skills instruction doc,skills-platform,C10-001,C11,M,medium,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/018-draft-external-skills-instruction-doc.md
C11-019,C11,Create skill install rollback tests,skills-platform,C10-001,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/019-create-skill-install-rollback-tests.md
C11-020,C11,Add skill version drift detector,skills-platform,C10-001,C11,M,low,2,skill-spec;script-contract;docs-truth,planning/artifacts/skills/020-add-skill-version-drift-detector.md
C12-001,C12,Audit MCP `brave-search`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/brave-search.md
C12-002,C12,Audit MCP `cascade-thinking`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/cascade-thinking.md
C12-003,C12,Audit MCP `chrome-devtools`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/chrome-devtools.md
C12-004,C12,Audit MCP `context7`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/context7.md
C12-005,C12,Audit MCP `deepwiki`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/deepwiki.md
C12-006,C12,Audit MCP `docling`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/docling.md
C12-007,C12,Audit MCP `fetch`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/fetch.md
C12-008,C12,Audit MCP `fetcher`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/fetcher.md
C12-009,C12,Audit MCP `package-version`,mcp-curation,C10-002,C12,S,high,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/package-version.md
C12-010,C12,Audit MCP `repomix`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/repomix.md
C12-011,C12,Audit MCP `sequential-thinking`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/sequential-thinking.md
C12-012,C12,Audit MCP `structured-thinking`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/structured-thinking.md
C12-013,C12,Audit MCP `tavily`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/tavily.md
C12-014,C12,Audit MCP `trafilatura`,mcp-curation,C10-002,C12,S,high,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/trafilatura.md
C12-015,C12,Audit MCP `arxiv`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/arxiv.md
C12-016,C12,Audit MCP `atom-of-thoughts`,mcp-curation,C10-002,C12,S,high,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/atom-of-thoughts.md
C12-017,C12,Audit MCP `crash`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/crash.md
C12-018,C12,Audit MCP `creative-thinking`,mcp-curation,C10-002,C12,S,high,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/creative-thinking.md
C12-019,C12,Audit MCP `deep-lucid-3d`,mcp-curation,C10-002,C12,S,high,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/deep-lucid-3d.md
C12-020,C12,Audit MCP `duckduckgo-search`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/duckduckgo-search.md
C12-021,C12,Audit MCP `exa`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/exa.md
C12-022,C12,Audit MCP `ffmpeg`,mcp-curation,C10-002,C12,S,high,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/ffmpeg.md
C12-023,C12,Audit MCP `g-search`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/g-search.md
C12-024,C12,Audit MCP `gmail`,mcp-curation,C10-002,C12,S,high,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/gmail.md
C12-025,C12,Audit MCP `linkedin`,mcp-curation,C10-002,C12,S,high,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/linkedin.md
C12-026,C12,Audit MCP `lotus-wisdom-mcp`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/lotus-wisdom-mcp.md
C12-027,C12,Audit MCP `shannon-thinking`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/shannon-thinking.md
C12-028,C12,Audit MCP `think-strategies`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/think-strategies.md
C12-029,C12,Audit MCP `wayback`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/wayback.md
C12-030,C12,Audit MCP `wikipedia`,mcp-curation,C10-002,C12,S,medium,1,mcp-schema;mcp-scan;docs-truth,planning/artifacts/mcp/wikipedia.md
C12-100,C12,Harvest official-mcp-registry candidates,mcp-curation,C12-001,C12,M,medium,1,source-ledger;mcp-schema,planning/artifacts/mcp-indexes/official-mcp-registry.md
C12-101,C12,Harvest glama-mcp-list candidates,mcp-curation,C12-001,C12,M,medium,1,source-ledger;mcp-schema,planning/artifacts/mcp-indexes/glama-mcp-list.md
C12-102,C12,Harvest mcp-so candidates,mcp-curation,C12-001,C12,M,medium,1,source-ledger;mcp-schema,planning/artifacts/mcp-indexes/mcp-so.md
C12-103,C12,Harvest pulsemcp candidates,mcp-curation,C12-001,C12,M,medium,1,source-ledger;mcp-schema,planning/artifacts/mcp-indexes/pulsemcp.md
C12-104,C12,Harvest mcp-directory candidates,mcp-curation,C12-001,C12,M,medium,1,source-ledger;mcp-schema,planning/artifacts/mcp-indexes/mcp-directory.md
C12-105,C12,Harvest abordage-awesome-mcp candidates,mcp-curation,C12-001,C12,M,medium,1,source-ledger;mcp-schema,planning/artifacts/mcp-indexes/abordage-awesome-mcp.md
C12-106,C12,Harvest ever-works-awesome-mcp candidates,mcp-curation,C12-001,C12,M,medium,1,source-ledger;mcp-schema,planning/artifacts/mcp-indexes/ever-works-awesome-mcp.md
C12-107,C12,Harvest mcp-awesome candidates,mcp-curation,C12-001,C12,M,medium,1,source-ledger;mcp-schema,planning/artifacts/mcp-indexes/mcp-awesome.md
C12-108,C12,Harvest context-awesome candidates,mcp-curation,C12-001,C12,M,medium,1,source-ledger;mcp-schema,planning/artifacts/mcp-indexes/context-awesome.md
C13-001,C13,Refine Claude Desktop harness projection,harness-projection,C10-002,C13,M,medium,2,harness-fixture;docs-truth;support-tier-check,planning/20-harness-registry/claude-desktop.md;planning/artifacts/harness/claude-desktop.md
C13-002,C13,Refine Claude Code harness projection,harness-projection,C01-001,C13,M,medium,2,harness-fixture;docs-truth;support-tier-check,planning/20-harness-registry/claude-code.md;planning/artifacts/harness/claude-code.md
C13-003,C13,Refine ChatGPT harness projection,harness-projection,C01-001,C13,M,medium,2,harness-fixture;docs-truth;support-tier-check,planning/20-harness-registry/chatgpt.md;planning/artifacts/harness/chatgpt.md
C13-004,C13,Refine Codex harness projection,harness-projection,C01-001,C13,M,medium,2,harness-fixture;docs-truth;support-tier-check,planning/20-harness-registry/codex.md;planning/artifacts/harness/codex.md
C13-005,C13,Refine GitHub Copilot Web / Cloud Agent harness projection,harness-projection,C01-001,C13,M,medium,2,harness-fixture;docs-truth;support-tier-check,planning/20-harness-registry/github-copilot-web.md;planning/artifacts/harness/github-copilot-web.md
C13-006,C13,Refine GitHub Copilot CLI harness projection,harness-projection,C01-001,C13,M,medium,2,harness-fixture;docs-truth;support-tier-check,planning/20-harness-registry/github-copilot-cli.md;planning/artifacts/harness/github-copilot-cli.md
C13-007,C13,Refine OpenCode harness projection,harness-projection,C01-001,C13,M,medium,2,harness-fixture;docs-truth;support-tier-check,planning/20-harness-registry/opencode.md;planning/artifacts/harness/opencode.md
C13-008,C13,Refine Gemini CLI harness projection,harness-projection,C01-001,C13,M,medium,2,harness-fixture;docs-truth;support-tier-check,planning/20-harness-registry/gemini-cli.md;planning/artifacts/harness/gemini-cli.md
C13-009,C13,Refine Google Antigravity harness projection,harness-projection,C01-001,C13,M,high,2,harness-fixture;docs-truth;support-tier-check,planning/20-harness-registry/antigravity.md;planning/artifacts/harness/antigravity.md
C13-010,C13,Refine Perplexity Desktop / Mac harness projection,harness-projection,C01-001,C13,M,high,2,harness-fixture;docs-truth;support-tier-check,planning/20-harness-registry/perplexity-desktop.md;planning/artifacts/harness/perplexity-desktop.md
C13-011,C13,Refine Cherry Studio harness projection,harness-projection,C01-001,C13,M,medium,2,harness-fixture;docs-truth;support-tier-check,planning/20-harness-registry/cherry-studio.md;planning/artifacts/harness/cherry-studio.md
C13-012,C13,Refine Cursor Editor harness projection,harness-projection,C01-001,C13,M,medium,2,harness-fixture;docs-truth;support-tier-check,planning/20-harness-registry/cursor-editor.md;planning/artifacts/harness/cursor-editor.md
C13-013,C13,Refine Cursor Agent CLI/Web harness projection,harness-projection,C01-001,C13,M,medium,2,harness-fixture;docs-truth;support-tier-check,planning/20-harness-registry/cursor-agent.md;planning/artifacts/harness/cursor-agent.md
C14-001,C14,Claude plugin manifest reconciliation,plugin-packaging,C10-003,C14,M,medium,2,plugin-schema;harness-fixture;docs-truth,planning/artifacts/plugins/001-claude-plugin-manifest-reconciliation.md
C14-002,C14,Claude plugin marketplace doc,plugin-packaging,C10-003,C14,M,medium,2,plugin-schema;harness-fixture;docs-truth,planning/artifacts/plugins/002-claude-plugin-marketplace-doc.md
C14-003,C14,Codex plugin manifest reconciliation,plugin-packaging,C10-003,C14,M,medium,2,plugin-schema;harness-fixture;docs-truth,planning/artifacts/plugins/003-codex-plugin-manifest-reconciliation.md
C14-004,C14,Agents marketplace manifest validation,plugin-packaging,C10-003,C14,M,medium,2,plugin-schema;harness-fixture;docs-truth,planning/artifacts/plugins/004-agents-marketplace-manifest-validation.md
C14-005,C14,Opencode plugin/package validation,plugin-packaging,C10-003,C14,M,medium,2,plugin-schema;harness-fixture;docs-truth,planning/artifacts/plugins/005-opencode-plugin/package-validation.md
C14-006,C14,Gemini extension manifest generation,plugin-packaging,C10-003,C14,M,medium,2,plugin-schema;harness-fixture;docs-truth,planning/artifacts/plugins/006-gemini-extension-manifest-generation.md
C14-007,C14,Cursor rules adapter fixtures,plugin-packaging,C10-003,C14,M,medium,2,plugin-schema;harness-fixture;docs-truth,planning/artifacts/plugins/007-cursor-rules-adapter-fixtures.md
C14-008,C14,Chatgpt actions openapi adapter docs,plugin-packaging,C10-003,C14,M,medium,2,plugin-schema;harness-fixture;docs-truth,planning/artifacts/plugins/008-chatgpt-actions-OpenAPI-adapter-docs.md
C14-009,C14,Apps sdk preview caveat docs,plugin-packaging,C10-003,C14,M,medium,2,plugin-schema;harness-fixture;docs-truth,planning/artifacts/plugins/009-apps-SDK-preview-caveat-docs.md
C14-010,C14,Native plugin version pin policy,plugin-packaging,C10-003,C14,M,medium,2,plugin-schema;harness-fixture;docs-truth,planning/artifacts/plugins/010-native-plugin-version-pin-policy.md
C14-011,C14,Plugin install smoke tests,plugin-packaging,C10-003,C14,M,medium,2,plugin-schema;harness-fixture;docs-truth,planning/artifacts/plugins/011-plugin-install-smoke-tests.md
C14-012,C14,Plugin docs generation,plugin-packaging,C10-003,C14,M,medium,2,plugin-schema;harness-fixture;docs-truth,planning/artifacts/plugins/012-plugin-docs-generation.md
C15-001,C15,Doctor command ux spec,ux-automation,C10-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/001-doctor-command-UX-spec.md
C15-002,C15,Catalog browser cli spec,ux-automation,C10-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/002-catalog-browser-CLI-spec.md
C15-003,C15,Skill search and preview flow,ux-automation,C10-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/003-skill-search-and-preview-flow.md
C15-004,C15,Mcp inspector flow,ux-automation,C10-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/004-mcp-inspector-flow.md
C15-005,C15,Sync preview diff flow,ux-automation,C10-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/005-sync-preview-diff-flow.md
C15-006,C15,Sync apply transaction flow,ux-automation,C10-001;C05-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/006-sync-apply-transaction-flow.md
C15-007,C15,Rollback ux flow,ux-automation,C10-001;C05-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/007-rollback-UX-flow.md
C15-008,C15,Drift repair wizard,ux-automation,C10-001;C05-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/008-drift-repair-wizard.md
C15-009,C15,Config wizard questions,ux-automation,C10-001;C05-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/009-config-wizard-questions.md
C15-010,C15,Dashboard overview panel,ux-automation,C10-001;C05-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/010-dashboard-overview-panel.md
C15-011,C15,Dashboard skill panel,ux-automation,C10-001;C05-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/011-dashboard-skill-panel.md
C15-012,C15,Dashboard mcp panel,ux-automation,C10-001;C05-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/012-dashboard-MCP-panel.md
C15-013,C15,Dashboard harness panel,ux-automation,C10-001;C05-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/013-dashboard-harness-panel.md
C15-014,C15,Openspec status panel,ux-automation,C10-001;C05-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/014-OpenSpec-status-panel.md
C15-015,C15,Machine-readable json output contract,ux-automation,C10-001;C05-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/015-machine-readable-JSON-output-contract.md
C15-016,C15,Guided remediation messages,ux-automation,C10-001;C05-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/016-guided-remediation-messages.md
C15-017,C15,One-command bootstrap script,ux-automation,C10-001;C05-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/017-one-command-bootstrap-script.md
C15-018,C15,Interactive/noninteractive parity tests,ux-automation,C10-001;C05-001,C15,M,medium,2,cli-fixture;docs-truth,planning/artifacts/ux/018-interactive/noninteractive-parity-tests.md
C16-001,C16,Sync documentation artifact `README.md`,docs-truth,C10-005,C16,S,low,3,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/READMEdotmd.md
C16-002,C16,Sync documentation artifact `AGENTS.md`,docs-truth,C10-005,C16,S,medium,3,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/AGENTSdotmd.md
C16-003,C16,Sync documentation artifact `CLAUDE.md`,docs-truth,C10-005,C16,S,medium,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/CLAUDEdotmd.md
C16-004,C16,Sync documentation artifact `GEMINI.md`,docs-truth,C10-005,C16,S,medium,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/GEMINIdotmd.md
C16-005,C16,Sync documentation artifact `.github/copilot-instructions.md`,docs-truth,C10-005,C16,S,medium,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/dotgithub-copilot-instructionsdotmd.md
C16-006,C16,Sync documentation artifact `.github/instructions/*.instructions.md`,docs-truth,C10-005,C16,S,medium,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/dotgithub-instructions-stardotinstructionsdotmd.md
C16-007,C16,Sync documentation artifact `.cursor/rules/**`,docs-truth,C10-005,C16,S,medium,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/dotcursor-rules-starstar.md
C16-008,C16,Sync documentation artifact `.claude/rules/**`,docs-truth,C10-005,C16,S,medium,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/dotclaude-rules-starstar.md
C16-009,C16,Sync documentation artifact `.antigravity/**`,docs-truth,C10-005,C16,S,medium,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/dotantigravity-starstar.md
C16-010,C16,Sync documentation artifact `.cherry/**`,docs-truth,C10-005,C16,S,medium,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/dotcherry-starstar.md
C16-011,C16,Sync documentation artifact `.perplexity/**`,docs-truth,C10-005,C16,S,medium,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/dotperplexity-starstar.md
C16-012,C16,Sync documentation artifact `docs/skills.md`,docs-truth,C10-005,C16,S,low,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/docs-skillsdotmd.md
C16-013,C16,Sync documentation artifact `docs/mcp.md`,docs-truth,C10-005,C16,S,low,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/docs-mcpdotmd.md
C16-014,C16,Sync documentation artifact `docs/harnesses.md`,docs-truth,C10-005,C16,S,low,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/docs-harnessesdotmd.md
C16-015,C16,Sync documentation artifact `docs/openspec.md`,docs-truth,C10-005,C16,S,low,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/docs-openspecdotmd.md
C16-016,C16,Sync documentation artifact `docs/security.md`,docs-truth,C10-005,C16,S,low,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/docs-securitydotmd.md
C16-017,C16,Sync documentation artifact `docs/external-skills.md`,docs-truth,C10-005,C16,S,low,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/docs-external-skillsdotmd.md
C16-018,C16,Sync documentation artifact `docs/version-matrix.md`,docs-truth,C10-005,C16,S,low,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/docs-version-matrixdotmd.md
C16-019,C16,Sync documentation artifact `docs/support-tiers.md`,docs-truth,C10-005,C16,S,low,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/docs-support-tiersdotmd.md
C16-020,C16,Sync documentation artifact `docs/quickstart.md`,docs-truth,C10-005,C16,S,low,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/docs-quickstartdotmd.md
C16-021,C16,Sync documentation artifact `raw README/rendered README drift`,docs-truth,C10-005,C16,S,medium,1,docs-truth;linkcheck;support-tier-check,planning/artifacts/docs/raw-README-rendered-README-drift.md
C17-001,C17,Policy schema for validated support tier,security-supply-chain,C10-002,C17,M,medium,2,policy;security-scan;docs-truth,planning/artifacts/security/001-policy-schema-for-validated-support-tier.md
C17-002,C17,Deny latest for validated mcp/plugin,security-supply-chain,C10-002,C17,M,high,2,policy;security-scan;docs-truth,planning/artifacts/security/002-deny-latest-for-validated-MCP/plugin.md
C17-003,C17,Deny absolute local path in portable profile,security-supply-chain,C10-002,C17,M,high,2,policy;security-scan;docs-truth,planning/artifacts/security/003-deny-absolute-local-path-in-portable-profile.md
C17-004,C17,Deny external skill without provenance,security-supply-chain,C10-002,C17,M,high,2,policy;security-scan;docs-truth,planning/artifacts/security/004-deny-external-skill-without-provenance.md
C17-005,C17,Secret reference scanner,security-supply-chain,C10-002,C17,M,high,2,policy;security-scan;docs-truth,planning/artifacts/security/005-secret-reference-scanner.md
C17-006,C17,Mcp-scan ci integration,security-supply-chain,C10-002,C17,M,high,2,policy;security-scan;docs-truth,planning/artifacts/security/006-mcp-scan-CI-integration.md
C17-007,C17,Skill script destructive command scanner,security-supply-chain,C10-002,C17,M,high,2,policy;security-scan;docs-truth,planning/artifacts/security/007-skill-script-destructive-command-scanner.md
C17-008,C17,Sbom generation for release bundle,security-supply-chain,C10-002,C17,M,medium,2,policy;security-scan;docs-truth,planning/artifacts/security/008-SBOM-generation-for-release-bundle.md
C17-009,C17,Sigstore cosign plan,security-supply-chain,C10-002,C17,M,medium,2,policy;security-scan;docs-truth,planning/artifacts/security/009-Sigstore-cosign-plan.md
C17-010,C17,Slsa provenance plan,security-supply-chain,C10-002,C17,M,medium,2,policy;security-scan;docs-truth,planning/artifacts/security/010-SLSA-provenance-plan.md
C17-011,C17,Security exception registry,security-supply-chain,C10-002,C17,M,medium,2,policy;security-scan;docs-truth,planning/artifacts/security/011-security-exception-registry.md
C17-012,C17,Sandbox profile taxonomy,security-supply-chain,C10-002,C17,M,medium,2,policy;security-scan;docs-truth,planning/artifacts/security/012-sandbox-profile-taxonomy.md
C17-013,C17,Least-privilege secret docs,security-supply-chain,C10-002,C17,M,medium,2,policy;security-scan;docs-truth,planning/artifacts/security/013-least-privilege-secret-docs.md
C17-014,C17,Prompt injection guidance for skills,security-supply-chain,C10-002,C17,M,medium,2,policy;security-scan;docs-truth,planning/artifacts/security/014-prompt-injection-guidance-for-skills.md
C17-015,C17,Mcp tool poisoning playbook,security-supply-chain,C10-002,C17,M,medium,2,policy;security-scan;docs-truth,planning/artifacts/security/015-MCP-tool-poisoning-playbook.md
C17-016,C17,Supply-chain incident response runbook,security-supply-chain,C10-002,C17,M,medium,2,policy;security-scan;docs-truth,planning/artifacts/security/016-supply-chain-incident-response-runbook.md
C18-001,C18,Opentelemetry genai semconv watch task,evals-observability,C10-001,C18,M,medium,1,schema;eval-fixture;docs-truth,planning/artifacts/observability/001-OpenTelemetry-GenAI-semconv-watch-task.md
C18-002,C18,Langfuse integration feasibility note,evals-observability,C10-001,C18,M,medium,1,schema;eval-fixture;docs-truth,planning/artifacts/observability/002-Langfuse-integration-feasibility-note.md
C18-003,C18,Phoenix integration feasibility note,evals-observability,C10-001,C18,M,medium,1,schema;eval-fixture;docs-truth,planning/artifacts/observability/003-Phoenix-integration-feasibility-note.md
C18-004,C18,Run graph json schema,evals-observability,C10-001,C18,M,medium,1,schema;eval-fixture;docs-truth,planning/artifacts/observability/004-run-graph-JSON-schema.md
C18-005,C18,Transaction audit event schema,evals-observability,C10-001,C18,M,medium,1,schema;eval-fixture;docs-truth,planning/artifacts/observability/005-transaction-audit-event-schema.md
C18-006,C18,Skill activation eval fixtures,evals-observability,C10-001,C18,M,medium,1,schema;eval-fixture;docs-truth,planning/artifacts/observability/006-skill-activation-eval-fixtures.md
C18-007,C18,Mcp tool snapshot eval fixtures,evals-observability,C10-001,C18,M,medium,1,schema;eval-fixture;docs-truth,planning/artifacts/observability/007-MCP-tool-snapshot-eval-fixtures.md
C18-008,C18,Harness projection eval fixtures,evals-observability,C10-001,C18,M,medium,1,schema;eval-fixture;docs-truth,planning/artifacts/observability/008-harness-projection-eval-fixtures.md
C18-009,C18,Cost telemetry placeholder fields,evals-observability,C10-001,C18,M,medium,1,schema;eval-fixture;docs-truth,planning/artifacts/observability/009-cost-telemetry-placeholder-fields.md
C18-010,C18,Dashboard run graph visualization,evals-observability,C10-001,C18,M,medium,1,schema;eval-fixture;docs-truth,planning/artifacts/observability/010-dashboard-run-graph-visualization.md
C18-011,C18,Ci artifact retention plan,evals-observability,C10-001,C18,M,medium,1,schema;eval-fixture;docs-truth,planning/artifacts/observability/011-CI-artifact-retention-plan.md
C18-012,C18,Eval scorecard docs,evals-observability,C10-001,C18,M,medium,1,schema;eval-fixture;docs-truth,planning/artifacts/observability/012-eval-scorecard-docs.md
C18-013,C18,Deterministic replay fixture docs,evals-observability,C10-001,C18,M,medium,1,schema;eval-fixture;docs-truth,planning/artifacts/observability/013-deterministic-replay-fixture-docs.md
C18-014,C18,Agent task performance metrics,evals-observability,C10-001,C18,M,medium,1,schema;eval-fixture;docs-truth,planning/artifacts/observability/014-agent-task-performance-metrics.md
C19-001,C19,Inventory existing openspec tree,openspec-governance,,C19,M,medium,2,openspec-validate;docs-truth,planning/artifacts/openspec/001-inventory-existing-openspec-tree.md
C19-002,C19,Preserve existing active changes,openspec-governance,C10-002,C19,M,medium,2,openspec-validate;docs-truth,planning/artifacts/openspec/002-preserve-existing-active-changes.md
C19-003,C19,Map task graph ids to openspec tasks,openspec-governance,C10-002,C19,M,medium,2,openspec-validate;docs-truth,planning/artifacts/openspec/003-map-task-graph-IDs-to-OpenSpec-tasks.md
C19-004,C19,Add skills-first spec deltas,openspec-governance,C10-002,C19,M,medium,2,openspec-validate;docs-truth,planning/artifacts/openspec/004-add-skills-first-spec-deltas.md
C19-005,C19,Add mcp live-systems spec deltas,openspec-governance,C10-002,C19,M,medium,2,openspec-validate;docs-truth,planning/artifacts/openspec/005-add-MCP-live-systems-spec-deltas.md
C19-006,C19,Add documentation-truth spec deltas,openspec-governance,C10-002,C19,M,medium,2,openspec-validate;docs-truth,planning/artifacts/openspec/006-add-documentation-truth-spec-deltas.md
C19-007,C19,Add config-transaction spec deltas,openspec-governance,C10-002,C19,M,medium,2,openspec-validate;docs-truth,planning/artifacts/openspec/007-add-config-transaction-spec-deltas.md
C19-008,C19,Add harness-registry spec deltas,openspec-governance,C10-002,C19,M,medium,2,openspec-validate;docs-truth,planning/artifacts/openspec/008-add-harness-registry-spec-deltas.md
C19-009,C19,Add ui/ux automation spec deltas,openspec-governance,C10-002,C19,M,medium,2,openspec-validate;docs-truth,planning/artifacts/openspec/009-add-UI/UX-automation-spec-deltas.md
C19-010,C19,Validate openspec in ci,openspec-governance,C10-002,C19,M,medium,2,openspec-validate;docs-truth,planning/artifacts/openspec/010-validate-OpenSpec-in-CI.md
