id,cluster,title,owner_team,blocking_dependencies,risk_level,estimated_complexity,merge_risk_score,parallelizable_cluster
EXT-021-security,C21,777genius/claude_agent_teams_ui: security,context-graph,C00-repo-sync;C01-registry-core,medium,M,2,C21-external-intake
EXT-021-integration,C21,777genius/claude_agent_teams_ui: integration,context-graph,C00-repo-sync;C01-registry-core,medium,S,2,C21-external-intake
EXT-022-intake,C23,agent-sh/agentsys: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-022-architecture,C23,agent-sh/agentsys: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-022-security,C23,agent-sh/agentsys: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-022-integration,C23,agent-sh/agentsys: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-023-intake,C20,happier-dev/happier: intake,external-intake,C00-repo-sync,low,S,1,C20-external-intake
EXT-023-architecture,C20,happier-dev/happier: architecture,external-intake,C00-repo-sync;C01-registry-core,low,M,2,C20-external-intake
EXT-023-security,C20,happier-dev/happier: security,external-intake,C00-repo-sync;C01-registry-core,low,M,2,C20-external-intake
EXT-023-integration,C20,happier-dev/happier: integration,external-intake,C00-repo-sync;C01-registry-core,low,S,2,C20-external-intake
EXT-024-intake,C23,guanyang/antigravity-skills: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-024-architecture,C23,guanyang/antigravity-skills: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-024-security,C23,guanyang/antigravity-skills: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-024-integration,C23,guanyang/antigravity-skills: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-025-intake,C20,kdcokenny/ocx: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-025-architecture,C20,kdcokenny/ocx: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-025-security,C20,kdcokenny/ocx: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-025-integration,C20,kdcokenny/ocx: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-026-intake,C24,joelhooks/swarm-tools: intake,ux-patterns,C00-repo-sync,medium,S,1,C24-external-intake
EXT-026-architecture,C24,joelhooks/swarm-tools: architecture,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-026-security,C24,joelhooks/swarm-tools: security,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-026-integration,C24,joelhooks/swarm-tools: integration,ux-patterns,C00-repo-sync;C01-registry-core,medium,S,2,C24-external-intake
EXT-027-intake,C24,hosenur/portal: intake,ux-patterns,C00-repo-sync,medium,S,1,C24-external-intake
EXT-027-architecture,C24,hosenur/portal: architecture,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-027-security,C24,hosenur/portal: security,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-027-integration,C24,hosenur/portal: integration,ux-patterns,C00-repo-sync;C01-registry-core,medium,S,2,C24-external-intake
EXT-028-intake,C21,proxysoul/soulforge: intake,context-graph,C00-repo-sync,medium,S,1,C21-external-intake
EXT-028-architecture,C21,proxysoul/soulforge: architecture,context-graph,C00-repo-sync;C01-registry-core,medium,M,2,C21-external-intake
EXT-028-security,C21,proxysoul/soulforge: security,context-graph,C00-repo-sync;C01-registry-core,medium,M,2,C21-external-intake
EXT-028-integration,C21,proxysoul/soulforge: integration,context-graph,C00-repo-sync;C01-registry-core,medium,S,2,C21-external-intake
EXT-029-intake,C24,Human-Agent-Society/CORAL: intake,ux-patterns,C00-repo-sync,low,S,1,C24-external-intake
EXT-029-architecture,C24,Human-Agent-Society/CORAL: architecture,ux-patterns,C00-repo-sync;C01-registry-core,low,M,2,C24-external-intake
EXT-029-security,C24,Human-Agent-Society/CORAL: security,ux-patterns,C00-repo-sync;C01-registry-core,low,M,2,C24-external-intake
EXT-029-integration,C24,Human-Agent-Society/CORAL: integration,ux-patterns,C00-repo-sync;C01-registry-core,low,S,2,C24-external-intake
EXT-030-intake,C23,Weizhena/Deep-Research-skills: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-030-architecture,C23,Weizhena/Deep-Research-skills: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-030-security,C23,Weizhena/Deep-Research-skills: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-030-integration,C23,Weizhena/Deep-Research-skills: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-031-intake,C24,peters/horizon: intake,ux-patterns,C00-repo-sync,low,S,1,C24-external-intake
EXT-031-architecture,C24,peters/horizon: architecture,ux-patterns,C00-repo-sync;C01-registry-core,low,M,2,C24-external-intake
EXT-031-security,C24,peters/horizon: security,ux-patterns,C00-repo-sync;C01-registry-core,low,M,2,C24-external-intake
EXT-031-integration,C24,peters/horizon: integration,ux-patterns,C00-repo-sync;C01-registry-core,low,S,2,C24-external-intake
EXT-032-intake,C24,muxy-app/muxy: intake,ux-patterns,C00-repo-sync,low,S,1,C24-external-intake
EXT-032-architecture,C24,muxy-app/muxy: architecture,ux-patterns,C00-repo-sync;C01-registry-core,low,M,2,C24-external-intake
EXT-032-security,C24,muxy-app/muxy: security,ux-patterns,C00-repo-sync;C01-registry-core,low,M,2,C24-external-intake
EXT-032-integration,C24,muxy-app/muxy: integration,ux-patterns,C00-repo-sync;C01-registry-core,low,S,2,C24-external-intake
EXT-033-intake,C21,0xranx/OpenContext: intake,context-graph,C00-repo-sync,medium,S,1,C21-external-intake
EXT-033-architecture,C21,0xranx/OpenContext: architecture,context-graph,C00-repo-sync;C01-registry-core,medium,M,2,C21-external-intake
EXT-033-security,C21,0xranx/OpenContext: security,context-graph,C00-repo-sync;C01-registry-core,medium,M,2,C21-external-intake
EXT-033-integration,C21,0xranx/OpenContext: integration,context-graph,C00-repo-sync;C01-registry-core,medium,S,2,C21-external-intake
EXT-034-intake,C24,f/agentlytics: intake,ux-patterns,C00-repo-sync,medium,S,1,C24-external-intake
EXT-034-architecture,C24,f/agentlytics: architecture,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-034-security,C24,f/agentlytics: security,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-034-integration,C24,f/agentlytics: integration,ux-patterns,C00-repo-sync;C01-registry-core,medium,S,2,C24-external-intake
EXT-035-intake,C20,kdcokenny/opencode-worktree: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-035-architecture,C20,kdcokenny/opencode-worktree: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-035-security,C20,kdcokenny/opencode-worktree: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-035-integration,C20,kdcokenny/opencode-worktree: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-036-intake,C21,cortexkit/opencode-magic-context: intake,context-graph,C00-repo-sync,medium,S,1,C21-external-intake
EXT-036-architecture,C21,cortexkit/opencode-magic-context: architecture,context-graph,C00-repo-sync;C01-registry-core,medium,M,2,C21-external-intake
EXT-036-security,C21,cortexkit/opencode-magic-context: security,context-graph,C00-repo-sync;C01-registry-core,medium,M,2,C21-external-intake
EXT-036-integration,C21,cortexkit/opencode-magic-context: integration,context-graph,C00-repo-sync;C01-registry-core,medium,S,2,C21-external-intake
EXT-037-intake,C23,borski/travel-hacking-toolkit: intake,skill-registry,C00-repo-sync,low,S,1,C23-external-intake
EXT-037-architecture,C23,borski/travel-hacking-toolkit: architecture,skill-registry,C00-repo-sync;C01-registry-core,low,M,2,C23-external-intake
EXT-037-security,C23,borski/travel-hacking-toolkit: security,skill-registry,C00-repo-sync;C01-registry-core,low,M,2,C23-external-intake
EXT-037-integration,C23,borski/travel-hacking-toolkit: integration,skill-registry,C00-repo-sync;C01-registry-core,low,S,2,C23-external-intake
EXT-038-intake,C20,neiii/bridle: intake,external-intake,C00-repo-sync,low,S,1,C20-external-intake
EXT-038-architecture,C20,neiii/bridle: architecture,external-intake,C00-repo-sync;C01-registry-core,low,M,2,C20-external-intake
EXT-038-security,C20,neiii/bridle: security,external-intake,C00-repo-sync;C01-registry-core,low,M,2,C20-external-intake
EXT-038-integration,C20,neiii/bridle: integration,external-intake,C00-repo-sync;C01-registry-core,low,S,2,C20-external-intake
EXT-039-intake,C23,instavm/open-skills: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-039-architecture,C23,instavm/open-skills: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-039-security,C23,instavm/open-skills: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-039-integration,C23,instavm/open-skills: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-040-intake,C20,shekohex/opencode-pty: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-040-architecture,C20,shekohex/opencode-pty: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-040-security,C20,shekohex/opencode-pty: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-040-integration,C20,shekohex/opencode-pty: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-041-intake,C24,Microck/opencode-studio: intake,ux-patterns,C00-repo-sync,medium,S,1,C24-external-intake
EXT-041-architecture,C24,Microck/opencode-studio: architecture,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-041-security,C24,Microck/opencode-studio: security,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-041-integration,C24,Microck/opencode-studio: integration,ux-patterns,C00-repo-sync;C01-registry-core,medium,S,2,C24-external-intake
EXT-042-intake,C21,swarmclawai/swarmvault: intake,context-graph,C00-repo-sync,low,S,1,C21-external-intake
EXT-042-architecture,C21,swarmclawai/swarmvault: architecture,context-graph,C00-repo-sync;C01-registry-core,low,M,2,C21-external-intake
EXT-042-security,C21,swarmclawai/swarmvault: security,context-graph,C00-repo-sync;C01-registry-core,low,M,2,C21-external-intake
EXT-042-integration,C21,swarmclawai/swarmvault: integration,context-graph,C00-repo-sync;C01-registry-core,low,S,2,C21-external-intake
EXT-043-intake,C23,zenobi-us/opencode-skillful: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-043-architecture,C23,zenobi-us/opencode-skillful: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-043-security,C23,zenobi-us/opencode-skillful: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-043-integration,C23,zenobi-us/opencode-skillful: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-044-intake,C24,zaxbysauce/opencode-swarm: intake,ux-patterns,C00-repo-sync,medium,S,1,C24-external-intake
EXT-044-architecture,C24,zaxbysauce/opencode-swarm: architecture,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-044-security,C24,zaxbysauce/opencode-swarm: security,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-044-integration,C24,zaxbysauce/opencode-swarm: integration,ux-patterns,C00-repo-sync;C01-registry-core,medium,S,2,C24-external-intake
EXT-045-intake,C20,eqtylab/cupcake: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-045-architecture,C20,eqtylab/cupcake: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-045-security,C20,eqtylab/cupcake: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-045-integration,C20,eqtylab/cupcake: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-046-intake,C20,opgginc/opencode-bar: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-046-architecture,C20,opgginc/opencode-bar: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-046-security,C20,opgginc/opencode-bar: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-046-integration,C20,opgginc/opencode-bar: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-047-intake,C20,vivy-company/aizen: intake,external-intake,C00-repo-sync,low,S,1,C20-external-intake
EXT-047-architecture,C20,vivy-company/aizen: architecture,external-intake,C00-repo-sync;C01-registry-core,low,M,2,C20-external-intake
EXT-047-security,C20,vivy-company/aizen: security,external-intake,C00-repo-sync;C01-registry-core,low,M,2,C20-external-intake
EXT-047-integration,C20,vivy-company/aizen: integration,external-intake,C00-repo-sync;C01-registry-core,low,S,2,C20-external-intake
EXT-048-intake,C20,vbgate/opencode-mystatus: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-048-architecture,C20,vbgate/opencode-mystatus: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-048-security,C20,vbgate/opencode-mystatus: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-048-integration,C20,vbgate/opencode-mystatus: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-049-intake,C20,AkaraChen/aghub: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-049-architecture,C20,AkaraChen/aghub: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-049-security,C20,AkaraChen/aghub: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-049-integration,C20,AkaraChen/aghub: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-050-intake,C20,code-yeongyu/oh-my-openagent: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-050-architecture,C20,code-yeongyu/oh-my-openagent: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-050-security,C20,code-yeongyu/oh-my-openagent: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-050-integration,C20,code-yeongyu/oh-my-openagent: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-051-intake,C23,Yeachan-Heo/oh-my-claudecode: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-051-architecture,C23,Yeachan-Heo/oh-my-claudecode: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-051-security,C23,Yeachan-Heo/oh-my-claudecode: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-051-integration,C23,Yeachan-Heo/oh-my-claudecode: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-052-intake,C23,kepano/obsidian-skills: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-052-architecture,C23,kepano/obsidian-skills: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-052-security,C23,kepano/obsidian-skills: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-052-integration,C23,kepano/obsidian-skills: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-053-intake,C24,iOfficeAI/AionUi: intake,ux-patterns,C00-repo-sync,medium,S,1,C24-external-intake
EXT-053-architecture,C24,iOfficeAI/AionUi: architecture,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-053-security,C24,iOfficeAI/AionUi: security,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-053-integration,C24,iOfficeAI/AionUi: integration,ux-patterns,C00-repo-sync;C01-registry-core,medium,S,2,C24-external-intake
EXT-054-intake,C24,manaflow-ai/cmux: intake,ux-patterns,C00-repo-sync,medium,S,1,C24-external-intake
EXT-054-architecture,C24,manaflow-ai/cmux: architecture,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-054-security,C24,manaflow-ai/cmux: security,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-054-integration,C24,manaflow-ai/cmux: integration,ux-patterns,C00-repo-sync;C01-registry-core,medium,S,2,C24-external-intake
EXT-055-intake,C21,mksglu/context-mode: intake,context-graph,C00-repo-sync,medium,S,1,C21-external-intake
EXT-055-architecture,C21,mksglu/context-mode: architecture,context-graph,C00-repo-sync;C01-registry-core,medium,M,2,C21-external-intake
EXT-055-security,C21,mksglu/context-mode: security,context-graph,C00-repo-sync;C01-registry-core,medium,M,2,C21-external-intake
EXT-055-integration,C21,mksglu/context-mode: integration,context-graph,C00-repo-sync;C01-registry-core,medium,S,2,C21-external-intake
EXT-056-intake,C20,humanlayer/humanlayer: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-056-architecture,C20,humanlayer/humanlayer: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-056-security,C20,humanlayer/humanlayer: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-056-integration,C20,humanlayer/humanlayer: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-057-intake,C24,anomalyco/opentui: intake,ux-patterns,C00-repo-sync,medium,S,1,C24-external-intake
EXT-057-architecture,C24,anomalyco/opentui: architecture,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-057-security,C24,anomalyco/opentui: security,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-057-integration,C24,anomalyco/opentui: integration,ux-patterns,C00-repo-sync;C01-registry-core,medium,S,2,C24-external-intake
EXT-058-intake,C20,tiann/hapi: intake,external-intake,C00-repo-sync,low,S,1,C20-external-intake
EXT-058-architecture,C20,tiann/hapi: architecture,external-intake,C00-repo-sync;C01-registry-core,low,M,2,C20-external-intake
EXT-058-security,C20,tiann/hapi: security,external-intake,C00-repo-sync;C01-registry-core,low,M,2,C20-external-intake
EXT-058-integration,C20,tiann/hapi: integration,external-intake,C00-repo-sync;C01-registry-core,low,S,2,C20-external-intake
EXT-059-intake,C20,alvinunreal/oh-my-opencode-slim: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-059-architecture,C20,alvinunreal/oh-my-opencode-slim: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-059-security,C20,alvinunreal/oh-my-opencode-slim: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-059-integration,C20,alvinunreal/oh-my-opencode-slim: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-060-intake,C20,openchamber/openchamber: intake,external-intake,C00-repo-sync,low,S,1,C20-external-intake
EXT-060-architecture,C20,openchamber/openchamber: architecture,external-intake,C00-repo-sync;C01-registry-core,low,M,2,C20-external-intake
EXT-060-security,C20,openchamber/openchamber: security,external-intake,C00-repo-sync;C01-registry-core,low,M,2,C20-external-intake
EXT-060-integration,C20,openchamber/openchamber: integration,external-intake,C00-repo-sync;C01-registry-core,low,S,2,C20-external-intake
EXT-061-intake,C20,gotalab/cc-sdd: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-061-architecture,C20,gotalab/cc-sdd: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-061-security,C20,gotalab/cc-sdd: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-061-integration,C20,gotalab/cc-sdd: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-062-intake,C24,michaelshimeles/ralphy: intake,ux-patterns,C00-repo-sync,low,S,1,C24-external-intake
EXT-062-architecture,C24,michaelshimeles/ralphy: architecture,ux-patterns,C00-repo-sync;C01-registry-core,low,M,2,C24-external-intake
EXT-062-security,C24,michaelshimeles/ralphy: security,ux-patterns,C00-repo-sync;C01-registry-core,low,M,2,C24-external-intake
EXT-062-integration,C24,michaelshimeles/ralphy: integration,ux-patterns,C00-repo-sync;C01-registry-core,low,S,2,C24-external-intake
EXT-063-intake,C24,RunMaestro/Maestro: intake,ux-patterns,C00-repo-sync,medium,S,1,C24-external-intake
EXT-063-architecture,C24,RunMaestro/Maestro: architecture,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-063-security,C24,RunMaestro/Maestro: security,ux-patterns,C00-repo-sync;C01-registry-core,medium,M,2,C24-external-intake
EXT-063-integration,C24,RunMaestro/Maestro: integration,ux-patterns,C00-repo-sync;C01-registry-core,medium,S,2,C24-external-intake
EXT-064-intake,C24,mikeyobrien/ralph-orchestrator: intake,ux-patterns,C00-repo-sync,low,S,1,C24-external-intake
EXT-064-architecture,C24,mikeyobrien/ralph-orchestrator: architecture,ux-patterns,C00-repo-sync;C01-registry-core,low,M,2,C24-external-intake
EXT-064-security,C24,mikeyobrien/ralph-orchestrator: security,ux-patterns,C00-repo-sync;C01-registry-core,low,M,2,C24-external-intake
EXT-064-integration,C24,mikeyobrien/ralph-orchestrator: integration,ux-patterns,C00-repo-sync;C01-registry-core,low,S,2,C24-external-intake
EXT-065-intake,C20,ZSeven-W/openpencil: intake,external-intake,C00-repo-sync,low,S,1,C20-external-intake
EXT-065-architecture,C20,ZSeven-W/openpencil: architecture,external-intake,C00-repo-sync;C01-registry-core,low,M,2,C20-external-intake
EXT-065-security,C20,ZSeven-W/openpencil: security,external-intake,C00-repo-sync;C01-registry-core,low,M,2,C20-external-intake
EXT-065-integration,C20,ZSeven-W/openpencil: integration,external-intake,C00-repo-sync;C01-registry-core,low,S,2,C20-external-intake
EXT-066-intake,C20,junhoyeo/tokscale: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-066-architecture,C20,junhoyeo/tokscale: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-066-security,C20,junhoyeo/tokscale: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-066-integration,C20,junhoyeo/tokscale: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-067-intake,C20,RAIT-09/obsidian-agent-client: intake,external-intake,C00-repo-sync,medium,S,1,C20-external-intake
EXT-067-architecture,C20,RAIT-09/obsidian-agent-client: architecture,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-067-security,C20,RAIT-09/obsidian-agent-client: security,external-intake,C00-repo-sync;C01-registry-core,medium,M,2,C20-external-intake
EXT-067-integration,C20,RAIT-09/obsidian-agent-client: integration,external-intake,C00-repo-sync;C01-registry-core,medium,S,2,C20-external-intake
EXT-068-intake,C23,safishamsi/graphify: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-068-architecture,C23,safishamsi/graphify: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-068-security,C23,safishamsi/graphify: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-068-integration,C23,safishamsi/graphify: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-069-intake,C23,VoltAgent/awesome-agent-skills: intake,skill-registry,C00-repo-sync,low,S,1,C23-external-intake
EXT-069-architecture,C23,VoltAgent/awesome-agent-skills: architecture,skill-registry,C00-repo-sync;C01-registry-core,low,M,2,C23-external-intake
EXT-069-security,C23,VoltAgent/awesome-agent-skills: security,skill-registry,C00-repo-sync;C01-registry-core,low,M,2,C23-external-intake
EXT-069-integration,C23,VoltAgent/awesome-agent-skills: integration,skill-registry,C00-repo-sync;C01-registry-core,low,S,2,C23-external-intake
EXT-070-intake,C23,nexu-io/open-design: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-070-architecture,C23,nexu-io/open-design: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-070-security,C23,nexu-io/open-design: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-070-integration,C23,nexu-io/open-design: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-071-intake,C23,Orchestra-Research/AI-Research-SKILLs: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-071-architecture,C23,Orchestra-Research/AI-Research-SKILLs: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-071-security,C23,Orchestra-Research/AI-Research-SKILLs: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-071-integration,C23,Orchestra-Research/AI-Research-SKILLs: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-072-intake,C23,refly-ai/refly: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-072-architecture,C23,refly-ai/refly: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-072-security,C23,refly-ai/refly: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-072-integration,C23,refly-ai/refly: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-073-intake,C23,google/skills: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-073-architecture,C23,google/skills: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-073-security,C23,google/skills: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-073-integration,C23,google/skills: integration,skill-registry,C00-repo-sync;C01-registry-core,medium,S,2,C23-external-intake
EXT-074-intake,C23,antfu/skills: intake,skill-registry,C00-repo-sync,low,S,1,C23-external-intake
EXT-074-architecture,C23,antfu/skills: architecture,skill-registry,C00-repo-sync;C01-registry-core,low,M,2,C23-external-intake
EXT-074-security,C23,antfu/skills: security,skill-registry,C00-repo-sync;C01-registry-core,low,M,2,C23-external-intake
EXT-074-integration,C23,antfu/skills: integration,skill-registry,C00-repo-sync;C01-registry-core,low,S,2,C23-external-intake
EXT-075-intake,C03,antvis/mcp-server-chart: intake,mcp-team,C00-repo-sync,medium,S,1,C03-external-intake
EXT-075-architecture,C03,antvis/mcp-server-chart: architecture,mcp-team,C00-repo-sync;C01-registry-core,medium,M,2,C03-external-intake
EXT-075-security,C03,antvis/mcp-server-chart: security,mcp-team,C00-repo-sync;C01-registry-core,medium,M,2,C03-external-intake
EXT-075-integration,C03,antvis/mcp-server-chart: integration,mcp-team,C00-repo-sync;C01-registry-core,medium,S,2,C03-external-intake
EXT-076-intake,C23,tech-leads-club/agent-skills: intake,skill-registry,C00-repo-sync,medium,S,1,C23-external-intake
EXT-076-architecture,C23,tech-leads-club/agent-skills: architecture,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
EXT-076-security,C23,tech-leads-club/agent-skills: security,skill-registry,C00-repo-sync;C01-registry-core,medium,M,2,C23-external-intake
